"Time","mmgs"
7.83,1.22284
7.836,1.21704
7.842,1.22223
7.848,1.23627
7.854,1.22864
7.86,1.2265
7.866,1.22589
7.872,1.21918
7.878,1.21338
7.884,1.21948
7.89,1.22437
7.896,1.23199
7.902,1.2326
7.908,1.22894
7.914,1.20605
7.92,1.20636
7.926,1.2323
7.932,1.21735
7.938,1.22284
7.944,1.21063
7.95,1.22131
7.956,1.2326
7.962,1.2265
7.968,1.21094
7.974,1.22742
7.98,1.23077
7.986,1.23993
7.992,1.25336
7.998,1.22589
8.004,1.20605
8.01,1.22955
8.016,1.22894
8.022,1.23566
8.028,1.22559
8.034,1.22589
8.04,1.22406
8.046,1.24084
8.052,1.24207
8.058,1.23383
8.064,1.21277
8.07,1.24603
8.076,1.2326
8.082,1.22772
8.088,1.22864
8.094,1.23169
8.1,1.21765
8.106,1.22314
8.112,1.25214
8.118,1.2265
8.124,1.21124
8.13,1.2262
8.136,1.22101
8.142,1.23474
8.148,1.23016
8.154,1.21887
8.16,1.2265
8.166,1.22925
8.172,1.22833
8.178,1.25092
8.184,1.23749
8.19,1.22498
8.196,1.23169
8.202,1.27441
8.208,1.23199
8.214,1.23138
8.22,1.2326
8.226,1.23322
8.232,1.23077
8.238,1.21857
8.244,1.21216
8.25,1.23352
8.256,1.23962
8.262,1.19232
8.268,1.23322
8.274,1.22528
8.28,1.20575
8.286,1.23383
8.292,1.25458
8.298,1.23566
8.304,1.23901
8.31,1.24695
8.316,1.22742
8.322,1.19446
8.328,1.21063
8.334,1.23474
8.34,1.24756
8.346,1.26068
8.352,1.22223
8.358,1.21796
8.364,1.21338
8.37,1.23291
8.376,1.2384
8.382,1.24298
8.388,1.22345
8.394,1.21857
8.4,1.21979
8.406,1.2207
8.412,1.25061
8.418,1.2381
8.424,1.22864
8.43,1.22253
8.436,1.22559
8.442,1.24451
8.448,1.23383
8.454,1.22223
8.46,1.23474
8.466,1.22986
8.472,1.24725
8.478,1.24786
8.484,1.23322
8.49,1.2439
8.496,1.23047
8.502,1.22986
8.508,1.22772
8.514,1.20178
8.52,1.19965
8.526,1.24207
8.532,1.26831
8.538,1.23138
8.544,1.22955
8.55,1.22467
8.556,1.25397
8.562,1.24054
8.568,1.22681
8.574,1.2323
8.58,1.22162
8.586,1.20728
8.592,1.26343
8.598,1.22498
8.604,1.23627
8.61,1.23627
8.616,1.22314
8.622,1.24969
8.628,1.22314
8.634,1.2561
8.64,1.19873
8.646,1.23474
8.652,1.19843
8.658,1.22711
8.664,1.21582
8.67,1.23352
8.676,1.2027
8.682,1.23352
8.688,1.20026
8.694,1.24878
8.7,1.20087
8.706,1.25153
8.712,1.23047
8.718,1.20056
8.724,1.21307
8.73,1.21765
8.736,1.21094
8.742,1.23627
8.748,1.25549
8.754,1.21277
8.76,1.22894
8.766,1.22345
8.772,1.2265
8.778,1.19965
8.784,1.24329
8.79,1.22803
8.796,1.21399
8.802,1.23444
8.808,1.21063
8.814,1.20819
8.82,1.22131
8.826,1.25671
8.832,1.21979
8.838,1.2265
8.844,1.22589
8.85,1.19934
8.856,1.23993
8.862,1.21277
8.868,1.21826
8.874,1.23505
8.88,1.21643
8.886,1.21124
8.892,1.22375
8.898,1.22131
8.904,1.23047
8.91,1.22742
8.916,1.20819
8.922,1.23016
8.928,1.21735
8.934,1.2265
8.94,1.25092
8.946,1.20117
8.952,1.2439
8.958,1.2265
8.964,1.24084
8.97,1.19598
8.976,1.2326
8.982,1.24146
8.988,1.20087
8.994,1.22009
9,1.23016
9.006,1.22375
9.012,1.23718
9.018,1.21765
9.024,1.25153
9.03,1.19598
9.036,1.23169
9.042,1.25061
9.048,1.25793
9.054,1.23627
9.06,1.21796
9.066,1.23169
9.072,1.2146
9.078,1.22955
9.084,1.23718
9.09,1.22925
9.096,1.20483
9.102,1.23993
9.108,1.22437
9.114,1.22559
9.12,1.22253
9.126,1.2323
9.132,1.21765
9.138,1.22498
9.144,1.23535
9.15,1.22192
9.156,1.23383
9.162,1.23077
9.168,1.2381
9.174,1.23077
9.18,1.22467
9.186,1.2381
9.192,1.24054
9.198,1.21521
9.204,1.20361
9.21,1.2085
9.216,1.19995
9.222,1.21674
9.228,1.21857
9.234,1.22681
9.24,1.22955
9.246,1.2381
9.252,1.22101
9.258,1.21429
9.264,1.22772
9.27,1.21857
9.276,1.23016
9.282,1.24054
9.288,1.23383
9.294,1.21796
9.3,1.2265
9.306,1.21887
9.312,1.2085
9.318,1.21643
9.324,1.22559
9.33,1.2262
9.336,1.22437
9.342,1.21643
9.348,1.22986
9.354,1.23596
9.36,1.21155
9.366,1.25458
9.372,1.24451
9.378,1.22131
9.384,1.18469
9.39,1.18347
9.396,1.19812
9.402,1.22131
9.408,1.22955
9.414,1.24054
9.42,1.24603
9.426,1.20697
9.432,1.20758
9.438,1.22681
9.444,1.22009
9.45,1.21826
9.456,1.21643
9.462,1.22437
9.468,1.22162
9.474,1.2088
9.48,1.22833
9.486,1.18988
9.492,1.23352
9.498,1.26587
9.504,1.25122
9.51,1.27472
9.516,1.21643
9.522,1.17889
9.528,1.23169
9.534,1.2738
9.54,1.18195
9.546,1.22955
9.552,1.17432
9.558,1.21246
9.564,1.1911
9.57,1.21368
9.576,1.24207
9.582,1.25977
9.588,1.2146
9.594,1.21338
9.6,1.25061
9.606,1.34277
9.612,1.09039
9.618,1.26251
9.624,1.23138
9.63,1.20056
9.636,1.15601
9.642,1.2561
9.648,1.22803
9.654,1.3205
9.66,1.25793
9.666,1.23413
9.672,1.22925
9.678,1.18225
9.684,1.24878
9.69,1.20636
9.696,1.22925
9.702,1.24542
9.708,1.24817
9.714,1.23474
9.72,1.21887
9.726,1.30402
9.732,1.26556
9.738,1.23352
9.744,1.19354
9.75,1.20667
9.756,1.23688
9.762,1.23657
9.768,1.23566
9.774,1.22192
9.78,1.20697
